SlNo,State_Code,State,District_Key,District,Confirmed,Active,Recovered,Deceased,Migrated_Other,Delta_Confirmed,Delta_Active,Delta_Recovered,Delta_Deceased,District_Notes,Last_Updated
658,UP,Uttar Pradesh,UP_Kanpur Dehat,Kanpur Dehat,56,13,42,1,0,0,0,0,0,,
659,UP,Uttar Pradesh,UP_Kanpur Nagar,Kanpur Nagar,1034,345,646,43,0,0,0,0,0,,
660,UP,Uttar Pradesh,UP_Kasganj,Kasganj,43,9,34,0,0,0,0,0,0,,
661,UP,Uttar Pradesh,UP_Kaushambi,Kaushambi,65,9,56,0,0,0,0,0,0,,
663,UP,Uttar Pradesh,UP_Kushinagar,Kushinagar,106,48,56,2,0,0,0,0,0,,
662,UP,Uttar Pradesh,UP_Lakhimpur Kheri,Lakhimpur Kheri,108,25,83,0,0,0,0,0,0,,
664,UP,Uttar Pradesh,UP_Lalitpur,Lalitpur,6,2,2,2,0,0,0,0,0,,
665,UP,Uttar Pradesh,UP_Lucknow,Lucknow,962,401,547,14,0,0,0,0,0,,
667,UP,Uttar Pradesh,UP_Maharajganj,Maharajganj,155,56,96,3,0,0,0,0,0,,
666,UP,Uttar Pradesh,UP_Mahoba,Mahoba,54,17,36,1,0,0,0,0,0,,
668,UP,Uttar Pradesh,UP_Mainpuri,Mainpuri,216,66,143,7,0,0,0,0,0,,
669,UP,Uttar Pradesh,UP_Mathura,Mathura,287,130,146,11,0,0,0,0,0,,
670,UP,Uttar Pradesh,UP_Mau,Mau,93,31,59,3,0,0,0,0,0,,
671,UP,Uttar Pradesh,UP_Meerut,Meerut,885,247,562,76,0,0,0,0,0,,
672,UP,Uttar Pradesh,UP_Mirzapur,Mirzapur,77,29,47,1,0,0,0,0,0,,
673,UP,Uttar Pradesh,UP_Moradabad,Moradabad,396,94,284,18,0,0,0,0,0,,
674,UP,Uttar Pradesh,UP_Muzaffarnagar,Muzaffarnagar,259,75,177,7,0,0,0,0,0,,
675,UP,Uttar Pradesh,UP_Pilibhit,Pilibhit,113,43,70,0,0,0,0,0,0,,
676,UP,Uttar Pradesh,UP_Pratapgarh,Pratapgarh,109,7,97,5,0,0,0,0,0,,
677,UP,Uttar Pradesh,UP_Prayagraj,Prayagraj,226,59,158,9,0,0,0,0,0,,
678,UP,Uttar Pradesh,UP_Rae Bareli,Rae Bareli,126,19,104,3,0,0,0,0,0,,
679,UP,Uttar Pradesh,UP_Rampur,Rampur,332,73,256,3,0,0,0,0,0,,
680,UP,Uttar Pradesh,UP_Saharanpur,Saharanpur,363,74,289,0,0,0,0,0,0,,
681,UP,Uttar Pradesh,UP_Sambhal,Sambhal,298,87,207,4,0,0,0,0,0,,
682,UP,Uttar Pradesh,UP_Sant Kabir Nagar,Sant Kabir Nagar,205,48,150,7,0,0,0,0,0,,
683,UP,Uttar Pradesh,UP_Shahjahanpur,Shahjahanpur,116,52,64,0,0,0,0,0,0,,
684,UP,Uttar Pradesh,UP_Shamli,Shamli,119,57,61,1,0,0,0,0,0,,
685,UP,Uttar Pradesh,UP_Shrawasti,Shrawasti,56,9,46,1,0,0,0,0,0,,
686,UP,Uttar Pradesh,UP_Siddharthnagar,Siddharthnagar,236,60,168,8,0,0,0,0,0,,
687,UP,Uttar Pradesh,UP_Sitapur,Sitapur,62,14,48,0,0,0,0,0,0,,
688,UP,Uttar Pradesh,UP_Sonbhadra,Sonbhadra,34,5,29,0,0,0,0,0,0,,
689,UP,Uttar Pradesh,UP_Sultanpur,Sultanpur,182,63,118,1,0,0,0,0,0,,
690,UP,Uttar Pradesh,UP_Unnao,Unnao,139,61,76,2,0,0,0,0,0,,
691,UP,Uttar Pradesh,UP_Varanasi,Varanasi,398,124,259,15,0,0,0,0,0,,
692,UT,Uttarakhand,UT_Almora,Almora,165,48,115,2,0,0,-7,7,0,,
693,UT,Uttarakhand,UT_Bageshwar,Bageshwar,74,20,53,1,0,0,-3,3,0,,
694,UT,Uttarakhand,UT_Chamoli,Chamoli,69,22,47,0,0,2,-1,3,0,,
695,UT,Uttarakhand,UT_Champawat,Champawat,52,7,44,1,0,1,1,0,0,,
696,UT,Uttarakhand,UT_Dehradun,Dehradun,659,141,484,21,13,4,-7,10,1,,
697,UT,Uttarakhand,UT_Haridwar,Haridwar,313,159,150,0,4,0,0,0,0,,
698,UT,Uttarakhand,UT_Nainital,Nainital,425,119,304,2,0,14,-13,27,0,,
699,UT,Uttarakhand,UT_Pauri Garhwal,Pauri Garhwal,140,75,62,3,0,0,0,0,0,,
700,UT,Uttarakhand,UT_Pithoragarh,Pithoragarh,65,15,50,0,0,0,0,0,0,,
701,UT,Uttarakhand,UT_Rudraprayag,Rudraprayag,62,22,39,1,0,0,0,0,0,,
702,UT,Uttarakhand,UT_Tehri Garhwal,Tehri Garhwal,410,86,322,2,0,0,0,0,0,,
703,UT,Uttarakhand,UT_Udham Singh Nagar,Udham Singh Nagar,228,109,116,3,0,13,5,8,0,,
704,UT,Uttarakhand,UT_Uttarkashi,Uttarkashi,63,26,36,1,0,0,-6,6,0,,
705,WB,West Bengal,WB_Alipurduar,Alipurduar,178,86,92,0,0,0,-11,11,0,,
706,WB,West Bengal,WB_Bankura,Bankura,232,52,180,0,0,9,6,3,0,,
707,WB,West Bengal,WB_Birbhum,Birbhum,292,20,270,2,0,0,-12,12,0,,
708,WB,West Bengal,WB_Cooch Behar,Cooch Behar,291,10,281,0,0,0,-15,15,0,,
709,WB,West Bengal,WB_Dakshin Dinajpur,Dakshin Dinajpur,180,83,97,0,0,18,-1,19,0,,
710,WB,West Bengal,WB_Darjeeling,Darjeeling,409,185,215,9,0,14,4,9,1,,
711,WB,West Bengal,WB_Hooghly,Hooghly,882,196,666,20,0,30,13,16,1,,
712,WB,West Bengal,WB_Howrah,Howrah,2375,618,1668,89,0,110,72,34,4,,
713,WB,West Bengal,WB_Jalpaiguri,Jalpaiguri,326,83,243,0,0,8,-1,9,0,,
714,WB,West Bengal,WB_Jhargram,Jhargram,19,0,19,0,0,0,0,0,0,,
715,WB,West Bengal,WB_Kalimpong,Kalimpong,52,7,44,1,0,0,-1,1,0,,
716,WB,West Bengal,WB_Kolkata,Kolkata,5261,1893,3014,354,0,128,39,86,3,,
717,WB,West Bengal,WB_Malda,Malda,513,183,330,0,0,24,-9,33,0,,
719,WB,West Bengal,WB_Murshidabad,Murshidabad,220,44,173,3,0,7,1,6,0,,
720,WB,West Bengal,WB_Nadia,Nadia,295,94,196,5,0,10,0,10,0,,
721,WB,West Bengal,WB_North 24 Parganas,North 24 Parganas,2428,831,1504,93,0,99,63,36,0,,
0,WB,West Bengal,WB_Other State,Other State,66,4,59,3,0,0,0,0,0,,
722,WB,West Bengal,WB_Paschim Bardhaman,Paschim Bardhaman,130,22,105,3,0,5,3,2,0,,
718,WB,West Bengal,WB_Paschim Medinipur,Paschim Medinipur,354,45,305,4,0,4,1,3,0,,
723,WB,West Bengal,WB_Purba Bardhaman,Purba Bardhaman,161,23,138,0,0,6,3,3,0,,
724,WB,West Bengal,WB_Purba Medinipur,Purba Medinipur,304,78,222,4,0,13,-3,16,0,,
725,WB,West Bengal,WB_Purulia,Purulia,87,1,86,0,0,0,-2,2,0,,
726,WB,West Bengal,WB_South 24 Parganas,South 24 Parganas,856,429,402,25,0,52,39,12,1,,
727,WB,West Bengal,WB_Uttar Dinajpur,Uttar Dinajpur,279,52,226,1,0,5,-2,7,0,,
728,AN,Andaman and Nicobar Islands,AN_Unknown,Unknown,36,26,10,0,0,0,0,0,0,,
729,AP,Andhra Pradesh,AP_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
730,AR,Arunachal Pradesh,AR_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
731,AS,Assam,AS_Unknown,Unknown,2598,-741,3332,4,3,0,0,0,0,,
732,BR,Bihar,BR_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
733,CH,Chandigarh,CH_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
734,CT,Chhattisgarh,CT_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
735,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
737,DL,Delhi,DL_Unknown,Unknown,72992,25799,44765,2428,0,0,0,0,0,,
738,GA,Goa,GA_Unknown,Unknown,608,339,268,1,0,0,0,0,0,,
739,GJ,Gujarat,GJ_Unknown,Unknown,-2,-2,0,0,0,0,0,0,0,,
740,HR,Haryana,HR_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
741,HP,Himachal Pradesh,HP_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
742,JK,Jammu and Kashmir,JK_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
743,JH,Jharkhand,JH_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
744,KA,Karnataka,KA_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
745,KL,Kerala,KL_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
746,LA,Ladakh,LA_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
747,LD,Lakshadweep,LD_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
748,MP,Madhya Pradesh,MP_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
749,MH,Maharashtra,MH_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
750,MN,Manipur,MN_Unknown,Unknown,0,-39,39,0,0,0,0,0,0,,
751,ML,Meghalaya,ML_Unknown,Unknown,2,-9,11,0,0,0,0,0,0,,
752,MZ,Mizoram,MZ_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
753,NL,Nagaland,NL_Unknown,Unknown,16,-119,135,0,0,0,0,0,0,,
754,OR,Odisha,OR_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
755,PY,Puducherry,PY_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
756,PB,Punjab,PB_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
757,RJ,Rajasthan,RJ_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
758,SK,Sikkim,SK_Unknown,Unknown,2,-8,10,0,0,0,0,0,0,,
759,TN,Tamil Nadu,TN_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
760,TG,Telangana,TG_Unknown,Unknown,456,-3881,4137,200,0,0,0,0,0,,
761,TR,Tripura,TR_Unknown,Unknown,0,-7,7,0,0,0,0,0,0,,
762,UP,Uttar Pradesh,UP_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
763,UT,Uttarakhand,UT_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
764,WB,West Bengal,WB_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
