SlNo,State_Code,State,District_Key,District,Confirmed,Active,Recovered,Deceased,Migrated_Other,Delta_Confirmed,Delta_Active,Delta_Recovered,Delta_Deceased,District_Notes,Last_Updated
0,UN,State Unassigned,UN_Unassigned,Unassigned,7955,7955,0,0,0,-616,-616,0,0,,
1,AN,Andaman and Nicobar Islands,AN_Nicobars,Nicobars,0,0,0,0,0,0,0,0,0,,
2,AN,Andaman and Nicobar Islands,AN_North and Middle Andaman,North and Middle Andaman,1,0,1,0,0,0,0,0,0,,
3,AN,Andaman and Nicobar Islands,AN_South Andaman,South Andaman,32,0,32,0,0,0,0,0,0,,
0,AP,Andhra Pradesh,AP_Foreign Evacuees,Foreign Evacuees,197,176,21,0,0,0,0,0,0,,
4,AP,Andhra Pradesh,AP_Anantapur,Anantapur,366,186,175,5,0,0,0,0,0,,
5,AP,Andhra Pradesh,AP_Chittoor,Chittoor,331,104,223,4,0,0,0,0,0,,
6,AP,Andhra Pradesh,AP_East Godavari,East Godavari,301,134,163,4,0,0,0,0,0,,
7,AP,Andhra Pradesh,AP_Guntur,Guntur,584,160,415,9,0,0,0,0,0,,
8,AP,Andhra Pradesh,AP_Krishna,Krishna,632,242,365,25,0,0,0,0,0,,
9,AP,Andhra Pradesh,AP_Kurnool,Kurnool,849,201,620,28,0,0,0,0,0,,
0,AP,Andhra Pradesh,AP_Other State,Other State,971,564,407,0,0,0,0,0,0,,
10,AP,Andhra Pradesh,AP_Prakasam,Prakasam,97,21,76,0,0,0,0,0,0,,
11,AP,Andhra Pradesh,AP_S.P.S. Nellore,S.P.S. Nellore,362,156,202,4,0,0,0,0,0,,
12,AP,Andhra Pradesh,AP_Srikakulam,Srikakulam,34,16,18,0,0,0,0,0,0,,
13,AP,Andhra Pradesh,AP_Visakhapatnam,Visakhapatnam,182,91,90,1,0,0,0,0,0,,
14,AP,Andhra Pradesh,AP_Vizianagaram,Vizianagaram,54,36,18,0,0,0,0,0,0,,
15,AP,Andhra Pradesh,AP_West Godavari,West Godavari,256,195,61,0,0,0,0,0,0,,
16,AP,Andhra Pradesh,AP_Y.S.R. Kadapa,Y.S.R. Kadapa,213,99,114,0,0,0,0,0,0,,
17,AR,Arunachal Pradesh,AR_Anjaw,Anjaw,0,0,0,0,0,0,0,0,0,,
18,AR,Arunachal Pradesh,AR_Changlang,Changlang,43,43,0,0,0,0,0,0,0,,
19,AR,Arunachal Pradesh,AR_East Kameng,East Kameng,0,0,0,0,0,0,0,0,0,,
20,AR,Arunachal Pradesh,AR_East Siang,East Siang,3,3,0,0,0,0,0,0,0,,
21,AR,Arunachal Pradesh,AR_Kamle,Kamle,0,0,0,0,0,0,0,0,0,,
22,AR,Arunachal Pradesh,AR_Kra Daadi,Kra Daadi,0,0,0,0,0,0,0,0,0,,
23,AR,Arunachal Pradesh,AR_Kurung Kumey,Kurung Kumey,0,0,0,0,0,0,0,0,0,,
24,AR,Arunachal Pradesh,AR_Lepa Rada,Lepa Rada,0,0,0,0,0,0,0,0,0,,
25,AR,Arunachal Pradesh,AR_Lohit,Lohit,2,1,1,0,0,0,0,0,0,,
26,AR,Arunachal Pradesh,AR_Longding,Longding,1,1,0,0,0,0,0,0,0,,
27,AR,Arunachal Pradesh,AR_Lower Dibang Valley,Lower Dibang Valley,1,1,0,0,0,0,0,0,0,,
28,AR,Arunachal Pradesh,AR_Lower Siang,Lower Siang,0,0,0,0,0,0,0,0,0,,
29,AR,Arunachal Pradesh,AR_Lower Subansiri,Lower Subansiri,0,0,0,0,0,0,0,0,0,,
30,AR,Arunachal Pradesh,AR_Namsai,Namsai,2,2,0,0,0,0,0,0,0,,
31,AR,Arunachal Pradesh,AR_Pakke Kessang,Pakke Kessang,1,0,1,0,0,0,0,0,0,,
32,AR,Arunachal Pradesh,AR_Papum Pare,Papum Pare,7,5,2,0,0,0,0,0,0,,
33,AR,Arunachal Pradesh,AR_Shi Yomi,Shi Yomi,0,0,0,0,0,0,0,0,0,,
34,AR,Arunachal Pradesh,AR_Siang,Siang,0,0,0,0,0,0,0,0,0,,
35,AR,Arunachal Pradesh,AR_Tawang,Tawang,1,1,0,0,0,0,0,0,0,,
36,AR,Arunachal Pradesh,AR_Tirap,Tirap,1,1,0,0,0,0,0,0,0,,
37,AR,Arunachal Pradesh,AR_Upper Dibang Valley,Upper Dibang Valley,0,0,0,0,0,0,0,0,0,,
38,AR,Arunachal Pradesh,AR_Upper Siang,Upper Siang,1,1,0,0,0,0,0,0,0,,
39,AR,Arunachal Pradesh,AR_Upper Subansiri,Upper Subansiri,0,0,0,0,0,0,0,0,0,,
40,AR,Arunachal Pradesh,AR_West Kameng,West Kameng,3,3,0,0,0,0,0,0,0,,
41,AR,Arunachal Pradesh,AR_West Siang,West Siang,1,1,0,0,0,0,0,0,0,,
42,AS,Assam,AS_Baksa,Baksa,20,20,0,0,0,0,0,0,0,,
43,AS,Assam,AS_Barpeta,Barpeta,108,53,55,0,0,0,0,0,0,,
44,AS,Assam,AS_Biswanath,Biswanath,52,45,7,0,0,0,0,0,0,,
45,AS,Assam,AS_Bongaigaon,Bongaigaon,19,12,7,0,0,0,0,0,0,,
46,AS,Assam,AS_Cachar,Cachar,90,8,82,0,0,0,0,0,0,,
47,AS,Assam,AS_Charaideo,Charaideo,15,15,0,0,0,0,0,0,0,,
48,AS,Assam,AS_Chirang,Chirang,39,39,0,0,0,0,0,0,0,,
49,AS,Assam,AS_Darrang,Darrang,89,89,0,0,0,0,0,0,0,,
50,AS,Assam,AS_Dhemaji,Dhemaji,71,65,6,0,0,0,0,0,0,,
51,AS,Assam,AS_Dhubri,Dhubri,306,301,5,0,0,0,0,0,0,,
52,AS,Assam,AS_Dibrugarh,Dibrugarh,56,51,5,0,0,0,0,0,0,,
53,AS,Assam,AS_Dima Hasao,Dima Hasao,88,81,7,0,0,0,0,0,0,,
54,AS,Assam,AS_Goalpara,Goalpara,57,38,4,0,0,0,0,0,0,,
55,AS,Assam,AS_Golaghat,Golaghat,231,144,87,0,0,0,0,0,0,,
56,AS,Assam,AS_Hailakandi,Hailakandi,52,46,5,1,0,0,0,0,0,,
57,AS,Assam,AS_Hojai,Hojai,266,266,0,0,0,0,0,0,0,,
58,AS,Assam,AS_Jorhat,Jorhat,46,-8,54,0,0,0,0,0,0,,
59,AS,Assam,AS_Kamrup,Kamrup,149,128,21,0,0,0,0,0,0,,
60,AS,Assam,AS_Kamrup Metropolitan,Kamrup Metropolitan,545,202,339,4,0,0,0,0,0,,
61,AS,Assam,AS_Karbi Anglong,Karbi Anglong,14,7,7,0,0,0,0,0,0,,
62,AS,Assam,AS_Karimganj,Karimganj,83,67,16,0,0,0,0,0,0,,
63,AS,Assam,AS_Kokrajhar,Kokrajhar,73,63,10,0,0,0,0,0,0,,
64,AS,Assam,AS_Lakhimpur,Lakhimpur,76,70,6,0,0,0,0,0,0,,
65,AS,Assam,AS_Majuli,Majuli,7,7,0,0,0,0,0,0,0,,
66,AS,Assam,AS_Morigaon,Morigaon,49,30,19,0,0,0,0,0,0,,
67,AS,Assam,AS_Nagaon,Nagaon,213,188,25,0,0,0,0,0,0,,
68,AS,Assam,AS_Nalbari,Nalbari,25,16,9,0,0,0,0,0,0,,
0,AS,Assam,AS_Other State,Other State,1,0,1,0,0,0,0,0,0,,
69,AS,Assam,AS_Sivasagar,Sivasagar,27,27,0,0,0,0,0,0,0,,
70,AS,Assam,AS_Sonitpur,Sonitpur,44,9,35,0,0,0,0,0,0,,
71,AS,Assam,AS_South Salmara Mankachar,South Salmara Mankachar,7,6,1,0,0,0,0,0,0,,
72,AS,Assam,AS_Tinsukia,Tinsukia,102,96,6,0,0,0,0,0,0,,
73,AS,Assam,AS_Udalguri,Udalguri,85,83,2,0,0,0,0,0,0,,
74,AS,Assam,AS_West Karbi Anglong,West Karbi Anglong,18,18,0,0,0,0,0,0,0,,
75,BR,Bihar,BR_Araria,Araria,84,34,49,1,0,0,0,0,0,,
76,BR,Bihar,BR_Arwal,Arwal,67,24,43,0,0,0,0,0,0,,
77,BR,Bihar,BR_Aurangabad,Aurangabad,114,51,62,1,0,0,0,0,0,,
78,BR,Bihar,BR_Banka,Banka,150,55,95,0,0,0,0,0,0,,
79,BR,Bihar,BR_Begusarai,Begusarai,290,81,206,3,0,0,0,0,0,,
80,BR,Bihar,BR_Bhagalpur,Bhagalpur,295,135,159,1,0,0,0,0,0,,
81,BR,Bihar,BR_Bhojpur,Bhojpur,138,61,75,2,0,0,0,0,0,,
82,BR,Bihar,BR_Buxar,Buxar,147,35,112,0,0,0,0,0,0,,
83,BR,Bihar,BR_Darbhanga,Darbhanga,141,64,75,2,0,0,0,0,0,,
101,BR,Bihar,BR_East Champaran,East Champaran,136,52,83,1,0,0,0,0,0,,
84,BR,Bihar,BR_Gaya,Gaya,129,81,48,0,0,0,0,0,0,,
85,BR,Bihar,BR_Gopalganj,Gopalganj,153,52,101,0,0,0,0,0,0,,
86,BR,Bihar,BR_Jamui,Jamui,50,21,28,1,0,0,0,0,0,,
87,BR,Bihar,BR_Jehanabad,Jehanabad,182,37,144,1,0,0,0,0,0,,
88,BR,Bihar,BR_Kaimur,Kaimur,127,67,60,0,0,0,0,0,0,,
89,BR,Bihar,BR_Katihar,Katihar,196,114,82,0,0,0,0,0,0,,
90,BR,Bihar,BR_Khagaria,Khagaria,287,160,124,3,0,0,0,0,0,,
91,BR,Bihar,BR_Kishanganj,Kishanganj,117,79,38,0,0,0,0,0,0,,
92,BR,Bihar,BR_Lakhisarai,Lakhisarai,68,33,35,0,0,0,0,0,0,,
93,BR,Bihar,BR_Madhepura,Madhepura,140,92,47,1,0,0,0,0,0,,
94,BR,Bihar,BR_Madhubani,Madhubani,260,127,133,0,0,0,0,0,0,,
95,BR,Bihar,BR_Munger,Munger,265,120,144,1,0,0,0,0,0,,
96,BR,Bihar,BR_Muzaffarpur,Muzaffarpur,131,91,39,1,0,0,0,0,0,,
97,BR,Bihar,BR_Nalanda,Nalanda,140,28,111,1,0,0,0,0,0,,
98,BR,Bihar,BR_Nawada,Nawada,178,91,86,1,0,0,0,0,0,,
100,BR,Bihar,BR_Patna,Patna,297,113,182,2,0,0,0,0,0,,
102,BR,Bihar,BR_Purnia,Purnia,206,150,56,0,0,0,0,0,0,,
103,BR,Bihar,BR_Rohtas,Rohtas,265,68,196,1,0,0,0,0,0,,
104,BR,Bihar,BR_Saharsa,Saharsa,99,48,51,0,0,0,0,0,0,,
105,BR,Bihar,BR_Samastipur,Samastipur,141,73,67,1,0,0,0,0,0,,
106,BR,Bihar,BR_Saran,Saran,138,88,48,2,0,0,0,0,0,,
107,BR,Bihar,BR_Sheikhpura,Sheikhpura,120,68,52,0,0,0,0,0,0,,
108,BR,Bihar,BR_Sheohar,Sheohar,28,20,7,1,0,0,0,0,0,,
109,BR,Bihar,BR_Sitamarhi,Sitamarhi,87,50,35,2,0,0,0,0,0,,
110,BR,Bihar,BR_Siwan,Siwan,221,152,67,2,0,0,0,0,0,,
111,BR,Bihar,BR_Supaul,Supaul,169,120,49,0,0,0,0,0,0,,
112,BR,Bihar,BR_Vaishali,Vaishali,104,42,60,2,0,0,0,0,0,,
99,BR,Bihar,BR_West Champaran,West Champaran,88,51,37,0,0,0,0,0,0,,
113,CH,Chandigarh,CH_Chandigarh,Chandigarh,332,34,293,5,0,0,0,0,0,,
114,CT,Chhattisgarh,CT_Other State,Other State,1,1,0,0,0,0,0,0,0,,
114,CT,Chhattisgarh,CT_Balod,Balod,41,20,21,0,0,0,0,0,0,,
115,CT,Chhattisgarh,CT_Baloda Bazar,Baloda Bazar,120,105,15,0,0,0,0,0,0,,
116,CT,Chhattisgarh,CT_Balrampur,Balrampur,32,24,8,0,0,0,0,0,0,,
117,CT,Chhattisgarh,CT_Bametara,Bametara,27,13,14,0,0,0,0,0,0,,
118,CT,Chhattisgarh,CT_Bastar,Bastar,5,2,2,1,0,0,0,0,0,,
119,CT,Chhattisgarh,CT_Bijapur,Bijapur,0,0,0,0,0,0,0,0,0,,
120,CT,Chhattisgarh,CT_Bilaspur,Bilaspur,150,89,60,1,0,0,0,0,0,,
121,CT,Chhattisgarh,CT_Dakshin Bastar Dantewada,Dakshin Bastar Dantewada,0,0,0,0,0,0,0,0,0,,
122,CT,Chhattisgarh,CT_Dhamtari,Dhamtari,6,4,2,0,0,0,0,0,0,,
123,CT,Chhattisgarh,CT_Durg,Durg,46,32,11,3,0,0,0,0,0,,
124,CT,Chhattisgarh,CT_Gariaband,Gariaband,10,6,4,0,0,0,0,0,0,,
125,CT,Chhattisgarh,CT_Janjgir Champa,Janjgir Champa,109,81,28,0,0,0,0,0,0,,
126,CT,Chhattisgarh,CT_Jashpur,Jashpur,82,69,13,0,0,0,0,0,0,,
127,CT,Chhattisgarh,CT_Kabeerdham,Kabeerdham,83,67,16,0,0,0,0,0,0,,
128,CT,Chhattisgarh,CT_Kondagaon,Kondagaon,1,1,0,0,0,0,0,0,0,,
129,CT,Chhattisgarh,CT_Korba,Korba,164,114,50,0,0,0,0,0,0,,
130,CT,Chhattisgarh,CT_Koriya,Koriya,46,39,7,0,0,0,0,0,0,,
131,CT,Chhattisgarh,CT_Mahasamund,Mahasamund,64,46,18,0,0,0,0,0,0,,
132,CT,Chhattisgarh,CT_Mungeli,Mungeli,110,54,56,0,0,0,0,0,0,,
133,CT,Chhattisgarh,CT_Narayanpur,Narayanpur,0,0,0,0,0,0,0,0,0,,
134,CT,Chhattisgarh,CT_Raigarh,Raigarh,62,46,16,0,0,0,0,0,0,,
135,CT,Chhattisgarh,CT_Raipur,Raipur,104,91,12,1,0,0,0,0,0,,
136,CT,Chhattisgarh,CT_Rajnandgaon,Rajnandgaon,65,29,36,0,0,0,0,0,0,,
137,CT,Chhattisgarh,CT_Sukma,Sukma,0,0,0,0,0,0,0,0,0,,
138,CT,Chhattisgarh,CT_Surajpur,Surajpur,14,6,8,0,0,0,0,0,0,,
139,CT,Chhattisgarh,CT_Surguja,Surguja,27,19,8,0,0,0,0,0,0,,
140,CT,Chhattisgarh,CT_Uttar Bastar Kanker,Uttar Bastar Kanker,26,13,13,0,0,0,0,0,0,,
766,CT,Chhattisgarh,CT_Gaurela Pendra Marwahi,Gaurela Pendra Marwahi,3,0,3,0,0,0,0,0,0,,
144,DL,Delhi,DL_Central Delhi,Central Delhi,184,184,0,0,0,0,0,0,0,,
145,DL,Delhi,DL_East Delhi,East Delhi,38,38,0,0,0,0,0,0,0,,
146,DL,Delhi,DL_New Delhi,New Delhi,37,37,0,0,0,0,0,0,0,,
147,DL,Delhi,DL_North Delhi,North Delhi,60,60,0,0,0,0,0,0,0,,
148,DL,Delhi,DL_North East Delhi,North East Delhi,25,25,0,0,0,0,0,0,0,,
149,DL,Delhi,DL_North West Delhi,North West Delhi,32,31,0,1,0,0,0,0,0,,
150,DL,Delhi,DL_Shahdara,Shahdara,48,48,0,0,0,0,0,0,0,,
151,DL,Delhi,DL_South Delhi,South Delhi,70,70,0,0,0,0,0,0,0,,
152,DL,Delhi,DL_South East Delhi,South East Delhi,130,130,0,0,0,0,0,0,0,,
153,DL,Delhi,DL_South West Delhi,South West Delhi,42,42,0,0,0,0,0,0,0,,
154,DL,Delhi,DL_West Delhi,West Delhi,122,122,0,0,0,0,0,0,0,,
141,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Dadra and Nagar Haveli,Dadra and Nagar Haveli,28,26,2,0,0,0,0,0,0,,
142,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Daman,Daman,2,2,0,0,0,0,0,0,0,,
143,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Diu,Diu,0,0,0,0,0,0,0,0,0,,
155,GA,Goa,GA_North Goa,North Goa,6,0,6,0,0,0,0,0,0,,
156,GA,Goa,GA_South Goa,South Goa,377,316,61,0,0,0,0,0,0,,
0,GJ,Gujarat,GJ_Other State,Other State,35,27,8,0,0,0,0,0,0,,
157,GJ,Gujarat,GJ_Ahmedabad,Ahmedabad,15635,3643,10875,1117,0,0,0,0,0,,
158,GJ,Gujarat,GJ_Amreli,Amreli,19,8,9,2,0,0,0,0,0,,
159,GJ,Gujarat,GJ_Anand,Anand,124,13,99,12,0,0,0,0,0,,
160,GJ,Gujarat,GJ_Aravalli,Aravalli,132,4,117,11,0,0,0,0,0,,
161,GJ,Gujarat,GJ_Banaskantha,Banaskantha,147,32,107,8,0,0,0,0,0,,
162,GJ,Gujarat,GJ_Bharuch,Bharuch,69,28,37,4,0,0,0,0,0,,
163,GJ,Gujarat,GJ_Bhavnagar,Bhavnagar,157,31,114,12,0,0,0,0,0,,
164,GJ,Gujarat,GJ_Botad,Botad,60,3,55,2,0,0,0,0,0,,
165,GJ,Gujarat,GJ_Chhota Udaipur,Chhota Udaipur,39,7,32,0,0,0,0,0,0,,
167,GJ,Gujarat,GJ_Dahod,Dahod,48,14,34,0,0,0,0,0,0,,
187,GJ,Gujarat,GJ_Dang,Dang,4,2,2,0,0,0,0,0,0,,
166,GJ,Gujarat,GJ_Devbhumi Dwarka,Devbhumi Dwarka,15,3,12,0,0,0,0,0,0,,
168,GJ,Gujarat,GJ_Gandhinagar,Gandhinagar,445,216,210,19,0,0,0,0,0,,
169,GJ,Gujarat,GJ_Gir Somnath,Gir Somnath,49,4,45,0,0,0,0,0,0,,
170,GJ,Gujarat,GJ_Jamnagar,Jamnagar,71,23,45,3,0,0,0,0,0,,
171,GJ,Gujarat,GJ_Junagadh,Junagadh,42,12,29,1,0,0,0,0,0,,
173,GJ,Gujarat,GJ_Kheda,Kheda,112,40,67,5,0,0,0,0,0,,
172,GJ,Gujarat,GJ_Kutch,Kutch,84,11,68,5,0,0,0,0,0,,
175,GJ,Gujarat,GJ_Mahisagar,Mahisagar,116,7,107,2,0,0,0,0,0,,
174,GJ,Gujarat,GJ_Mehsana,Mehsana,170,60,102,8,0,0,0,0,0,,
176,GJ,Gujarat,GJ_Morbi,Morbi,6,1,4,1,0,0,0,0,0,,
177,GJ,Gujarat,GJ_Narmada,Narmada,24,5,19,0,0,0,0,0,0,,
178,GJ,Gujarat,GJ_Navsari,Navsari,35,10,24,1,0,0,0,0,0,,
179,GJ,Gujarat,GJ_Panchmahal,Panchmahal,110,14,83,13,0,0,0,0,0,,
180,GJ,Gujarat,GJ_Patan,Patan,107,25,74,8,0,0,0,0,0,,
181,GJ,Gujarat,GJ_Porbandar,Porbandar,14,3,9,2,0,0,0,0,0,,
182,GJ,Gujarat,GJ_Rajkot,Rajkot,140,54,81,5,0,0,0,0,0,,
183,GJ,Gujarat,GJ_Sabarkantha,Sabarkantha,133,38,90,5,0,0,0,0,0,,
184,GJ,Gujarat,GJ_Surat,Surat,2367,693,1584,90,0,0,0,0,0,,
185,GJ,Gujarat,GJ_Surendranagar,Surendranagar,61,25,33,3,0,0,0,0,0,,
186,GJ,Gujarat,GJ_Tapi,Tapi,6,1,5,0,0,0,0,0,0,,
188,GJ,Gujarat,GJ_Vadodara,Vadodara,1434,491,900,43,0,0,0,0,0,,
189,GJ,Gujarat,GJ_Valsad,Valsad,57,25,29,3,0,0,0,0,0,,
212,HP,Himachal Pradesh,HP_Bilaspur,Bilaspur,24,11,13,0,0,0,0,0,0,,
213,HP,Himachal Pradesh,HP_Chamba,Chamba,34,11,23,0,0,0,0,0,0,,
214,HP,Himachal Pradesh,HP_Hamirpur,Hamirpur,126,40,85,1,0,0,0,0,0,,
215,HP,Himachal Pradesh,HP_Kangra,Kangra,126,58,67,1,0,0,0,0,0,,
216,HP,Himachal Pradesh,HP_Kinnaur,Kinnaur,2,2,0,0,0,0,0,0,0,,
217,HP,Himachal Pradesh,HP_Kullu,Kullu,4,2,2,0,0,0,0,0,0,,
218,HP,Himachal Pradesh,HP_Lahaul and Spiti,Lahaul and Spiti,0,0,0,0,0,0,0,0,0,,
219,HP,Himachal Pradesh,HP_Mandi,Mandi,22,8,12,2,0,0,0,0,0,,
220,HP,Himachal Pradesh,HP_Shimla,Shimla,15,4,9,2,0,0,0,0,0,,
221,HP,Himachal Pradesh,HP_Sirmaur,Sirmaur,23,19,4,0,0,0,0,0,0,,
222,HP,Himachal Pradesh,HP_Solan,Solan,37,8,25,1,3,0,0,0,0,,
223,HP,Himachal Pradesh,HP_Una,Una,57,21,36,0,0,0,0,0,0,,
0,HR,Haryana,HR_Foreign Evacuees,Foreign Evacuees,21,16,5,0,0,0,0,0,0,,
190,HR,Haryana,HR_Ambala,Ambala,124,66,55,3,0,0,0,0,0,,
191,HR,Haryana,HR_Bhiwani,Bhiwani,86,51,35,0,0,0,0,0,0,,
192,HR,Haryana,HR_Charkhi Dadri,Charkhi Dadri,45,38,7,0,0,0,0,0,0,,
193,HR,Haryana,HR_Faridabad,Faridabad,929,601,306,22,0,0,0,0,0,,
194,HR,Haryana,HR_Fatehabad,Fatehabad,58,35,23,0,0,0,0,0,0,,
195,HR,Haryana,HR_Gurugram,Gurugram,2737,1858,860,19,0,0,0,0,0,,
196,HR,Haryana,HR_Hisar,Hisar,106,46,59,1,0,0,0,0,0,,
0,HR,Haryana,HR_Italians,Italians,14,0,14,0,0,0,0,0,0,,
197,HR,Haryana,HR_Jhajjar,Jhajjar,116,17,99,0,0,0,0,0,0,,
198,HR,Haryana,HR_Jind,Jind,68,39,26,3,0,0,0,0,0,,
199,HR,Haryana,HR_Kaithal,Kaithal,46,18,28,0,0,0,0,0,0,,
200,HR,Haryana,HR_Karnal,Karnal,125,76,47,2,0,0,0,0,0,,
201,HR,Haryana,HR_Kurukshetra,Kurukshetra,60,26,34,0,0,0,0,0,0,,
202,HR,Haryana,HR_Mahendragarh,Mahendragarh,113,39,74,0,0,0,0,0,0,,
203,HR,Haryana,HR_Nuh,Nuh,104,22,82,0,0,0,0,0,0,,
204,HR,Haryana,HR_Palwal,Palwal,152,95,57,0,0,0,0,0,0,,
205,HR,Haryana,HR_Panchkula,Panchkula,47,21,26,0,0,0,0,0,0,,
206,HR,Haryana,HR_Panipat,Panipat,87,23,60,4,0,0,0,0,0,,
207,HR,Haryana,HR_Rewari,Rewari,73,61,12,0,0,0,0,0,0,,
208,HR,Haryana,HR_Rohtak,Rohtak,257,169,84,4,0,0,0,0,0,,
209,HR,Haryana,HR_Sirsa,Sirsa,62,21,41,0,0,0,0,0,0,,
210,HR,Haryana,HR_Sonipat,Sonipat,502,278,218,6,0,0,0,0,0,,
211,HR,Haryana,HR_Yamunanagar,Yamunanagar,36,27,9,0,0,0,0,0,0,,
246,JH,Jharkhand,JH_Bokaro,Bokaro,29,7,20,2,0,0,0,0,0,,
247,JH,Jharkhand,JH_Chatra,Chatra,29,28,1,0,0,0,0,0,0,,
248,JH,Jharkhand,JH_Deoghar,Deoghar,10,5,5,0,0,0,0,0,0,,
249,JH,Jharkhand,JH_Dhanbad,Dhanbad,114,62,52,0,0,0,0,0,0,,
250,JH,Jharkhand,JH_Dumka,Dumka,4,0,4,0,0,0,0,0,0,,
264,JH,Jharkhand,JH_East Singhbhum,East Singhbhum,219,169,50,0,0,0,0,0,0,,
251,JH,Jharkhand,JH_Garhwa,Garhwa,88,28,60,0,0,0,0,0,0,,
252,JH,Jharkhand,JH_Giridih,Giridih,52,20,31,1,0,0,0,0,0,,
253,JH,Jharkhand,JH_Godda,Godda,1,0,1,0,0,0,0,0,0,,
254,JH,Jharkhand,JH_Gumla,Gumla,69,60,9,0,0,0,0,0,0,,
255,JH,Jharkhand,JH_Hazaribagh,Hazaribagh,132,35,97,0,0,0,0,0,0,,
256,JH,Jharkhand,JH_Jamtara,Jamtara,28,26,2,0,0,0,0,0,0,,
257,JH,Jharkhand,JH_Khunti,Khunti,16,11,5,0,0,0,0,0,0,,
258,JH,Jharkhand,JH_Koderma,Koderma,93,56,36,1,0,0,0,0,0,,
259,JH,Jharkhand,JH_Latehar,Latehar,50,24,26,0,0,0,0,0,0,,
260,JH,Jharkhand,JH_Lohardaga,Lohardaga,37,19,18,0,0,0,0,0,0,,
261,JH,Jharkhand,JH_Pakur,Pakur,29,24,5,0,0,0,0,0,0,,
262,JH,Jharkhand,JH_Palamu,Palamu,38,10,28,0,0,0,0,0,0,,
265,JH,Jharkhand,JH_Ramgarh,Ramgarh,97,87,10,0,0,0,0,0,0,,
266,JH,Jharkhand,JH_Ranchi,Ranchi,161,34,123,4,0,0,0,0,0,,
267,JH,Jharkhand,JH_Sahibganj,Sahibganj,3,2,1,0,0,0,0,0,0,,
268,JH,Jharkhand,JH_Saraikela-Kharsawan,Saraikela-Kharsawan,52,46,6,0,0,0,0,0,0,,
269,JH,Jharkhand,JH_Simdega,Simdega,211,177,34,0,0,0,0,0,0,,
263,JH,Jharkhand,JH_West Singhbhum,West Singhbhum,37,31,6,0,0,0,0,0,0,,
224,JK,Jammu and Kashmir,JK_Anantnag,Anantnag,483,163,315,5,0,0,0,0,0,,
226,JK,Jammu and Kashmir,JK_Bandipora,Bandipora,233,67,165,1,0,0,0,0,0,,
227,JK,Jammu and Kashmir,JK_Baramulla,Baramulla,497,325,162,10,0,0,0,0,0,,
225,JK,Jammu and Kashmir,JK_Budgam,Budgam,214,132,80,2,0,0,0,0,0,,
228,JK,Jammu and Kashmir,JK_Doda,Doda,46,43,2,1,0,0,0,0,0,,
229,JK,Jammu and Kashmir,JK_Ganderbal,Ganderbal,59,27,32,0,0,0,0,0,0,,
230,JK,Jammu and Kashmir,JK_Jammu,Jammu,253,143,107,3,0,0,0,0,0,,
231,JK,Jammu and Kashmir,JK_Kathua,Kathua,123,74,49,0,0,0,0,0,0,,
232,JK,Jammu and Kashmir,JK_Kishtwar,Kishtwar,21,15,6,0,0,0,0,0,0,,
233,JK,Jammu and Kashmir,JK_Kulgam,Kulgam,570,394,168,8,0,0,0,0,0,,
234,JK,Jammu and Kashmir,JK_Kupwara,Kupwara,375,126,246,3,0,0,0,0,0,,
235,JK,Jammu and Kashmir,JK_Mirpur,Mirpur,0,0,0,0,0,0,0,0,0,,
236,JK,Jammu and Kashmir,JK_Muzaffarabad,Muzaffarabad,0,0,0,0,0,0,0,0,0,,
237,JK,Jammu and Kashmir,JK_Pulwama,Pulwama,199,165,32,2,0,0,0,0,0,,
238,JK,Jammu and Kashmir,JK_Punch,Punch,91,63,28,0,0,0,0,0,0,,
239,JK,Jammu and Kashmir,JK_Rajouri,Rajouri,58,45,13,0,0,0,0,0,0,,
240,JK,Jammu and Kashmir,JK_Ramban,Ramban,172,149,23,0,0,0,0,0,0,,
241,JK,Jammu and Kashmir,JK_Reasi,Reasi,23,15,8,0,0,0,0,0,0,,
242,JK,Jammu and Kashmir,JK_Samba,Samba,69,42,27,0,0,0,0,0,0,,
243,JK,Jammu and Kashmir,JK_Shopiyan,Shopiyan,439,264,171,4,0,0,0,0,0,,
244,JK,Jammu and Kashmir,JK_Srinagar,Srinagar,496,333,151,12,0,0,0,0,0,,
245,JK,Jammu and Kashmir,JK_Udhampur,Udhampur,153,117,35,1,0,0,0,0,0,,
270,KA,Karnataka,KA_Bagalkote,Bagalkote,99,15,83,1,0,0,0,0,0,,
271,KA,Karnataka,KA_Ballari,Ballari,71,27,43,1,0,0,0,0,0,,
272,KA,Karnataka,KA_Belagavi,Belagavi,302,146,155,1,0,0,0,0,0,,
274,KA,Karnataka,KA_Bengaluru Rural,Bengaluru Rural,37,25,11,1,0,0,0,0,0,,
273,KA,Karnataka,KA_Bengaluru Urban,Bengaluru Urban,581,258,299,23,1,0,0,0,0,,
275,KA,Karnataka,KA_Bidar,Bidar,298,111,181,6,0,0,0,0,0,,
276,KA,Karnataka,KA_Chamarajanagara,Chamarajanagara,1,1,0,0,0,0,0,0,0,,
277,KA,Karnataka,KA_Chikkaballapura,Chikkaballapura,152,25,124,3,0,0,0,0,0,,
